Which_Iphone,Extracted_Model,Price,Memory(GB),battery_percentage,State,Seller,City,Region,Model_Series,Model_Type
12,12 mini,150000,64,86,Б/у,Частное лицо,Уральск,Западно-Казахстанская область,12,mini
13,13 pro,350000,128,99,Новый,Частное лицо,Атырау,Атырауская область,13,pro
14,14,220000,256,85,Б/у,Бизнес,Астана,Акмолинская область,14,
12,12 pro max,350000,256,88,Б/у,Частное лицо,Нура,Актюбинская область,12,pro max
15,15 pro max,530000,512,94,Б/у,Бизнес,Уральск,Западно-Казахстанская область,15,pro max
13,13,337000,128,88,Новый,Частное лицо,Нура,Актюбинская область,13,
13,13 pro,285990,256,86,Б/у,Частное лицо,Туркестан,Туркестанская область,13,pro
12,12,200000,64,84,Б/у,Частное лицо,Караганда,Карагандинская область,12,
12,12,145000,128,100,Б/у,Бизнес,Костанай,Костанайская область,12,
13,13 pro max,400000,256,88,Б/у,Частное лицо,Атырау,Атырауская область,13,pro max
13,13,190000,128,88,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,13,
12,12,120000,128,78,Б/у,Бизнес,Шымкент,Туркестанская область,12,
13,13 pro,225000,256,76,Б/у,Частное лицо,Актобе,Актюбинская область,13,pro
16,16 pro,590000,256,99,Новый,Бизнес,Павлодар,Павлодарская область,16,pro
13,13,240000,128,88,Новый,Бизнес,Астана,Акмолинская область,13,
15,15,295000,128,90,Б/у,Частное лицо,Павлодар,Павлодарская область,15,
14,14 pro,250000,128,88,Б/у,Частное лицо,Сарыозек,Алматинская область,14,pro
12,12 pro,200080,256,88,Б/у,Бизнес,Костанай,Костанайская область,12,pro
12,12 pro,168000,128,84,Б/у,Частное лицо,Алматы,Алматинская область,12,pro
14,14 pro,380000,256,87,Б/у,Частное лицо,Есик,Алматинская область,14,pro
12,12 pro max,200000,256,80,Б/у,Частное лицо,Шымкент,Туркестанская область,12,pro max
15,15,340000,128,99,Новый,Частное лицо,Новодолинский,Карагандинская область,15,
13,13 pro,270000,256,85,Б/у,Частное лицо,Житикара,Костанайская область,13,pro
14,14,260000,128,100,Б/у,Бизнес,Астана,Акмолинская область,14,
12,12 pro,180000,64,79,Б/у,Частное лицо,Астана,Акмолинская область,12,pro
16,16,360000,128,99,Б/у,Бизнес,Караганда,Карагандинская область,16,
14,14 pro,335000,256,88,Б/у,Бизнес,Актау,Мангистауская область,14,pro
13,13 pro,250000,256,77,Б/у,Частное лицо,Семей,Восточно-Казахстанская область,13,pro
12,12,170000,64,90,Б/у,Частное лицо,Астана,Акмолинская область,12,
12,12 pro max,400000,128,87,Б/у,Частное лицо,Жезказган,Карагандинская область,12,pro max
15,15,290000,128,96,Б/у,Бизнес,Павлодар,Павлодарская область,15,
13,13 pro,250000,128,88,Б/у,Частное лицо,Астана,Акмолинская область,13,pro
14,14 pro max,400000,256,90,Б/у,Частное лицо,Алматы,Алматинская область,14,pro max
14,14 pro,198000,128,88,Б/у,Частное лицо,Караганда,Карагандинская область,14,pro
14,14 pro max,340000,128,88,Б/у,Бизнес,Астана,Акмолинская область,14,pro max
15,15 pro,360000,128,93,Б/у,Бизнес,Астана,Акмолинская область,15,pro
13,13,200000,128,88,Б/у,Частное лицо,Астана,Акмолинская область,13,
15,15 pro max,510000,256,100,Б/у,Частное лицо,Тараз,Жамбылская область,15,pro max
13,13,190000,128,89,Б/у,Бизнес,Актау,Мангистауская область,13,
15,15 pro,480000,256,97,Б/у,Частное лицо,Актобе,Актюбинская область,15,pro
15,15 pro,350000,128,91,Б/у,Бизнес,Алматы,Алматинская область,15,pro
12,12 pro,199999,128,84,Б/у,Частное лицо,Кызылорда,Кызылординская область,12,pro
12,12 pro,180000,128,84,Б/у,Частное лицо,Алматы,Алматинская область,12,pro
13,13,165000,128,80,Б/у,Бизнес,Алматы,Алматинская область,13,
14,14 pro,320000,128,88,Б/у,Бизнес,Атырау,Атырауская область,14,pro
13,13,200000,128,95,Б/у,Частное лицо,Астана,Акмолинская область,13,
15,15 pro,380000,128,94,Б/у,Частное лицо,Туркестан,Туркестанская область,15,pro
13,13 pro,280000,128,88,Б/у,Частное лицо,Алматы,Алматинская область,13,pro
13,13,210000,128,100,Б/у,Частное лицо,Алматы,Алматинская область,13,
14,14 pro,207000,128,88,Новый,Частное лицо,Актобе,Актюбинская область,14,pro
14,14 pro max,430000,256,86,Б/у,Частное лицо,Петропавловск,Северо-Казахстанская область,14,pro max
15,15 pro,500000,256,94,Б/у,Частное лицо,Петропавловск,Северо-Казахстанская область,15,pro
14,14,220000,128,100,Б/у,Частное лицо,Жарсуат,Акмолинская область,14,
14,14,360000,128,88,Новый,Частное лицо,Шымкент,Туркестанская область,14,
14,14 pro,349990,128,92,Новый,Частное лицо,Степногорск,Акмолинская область,14,pro
12,12,165000,64,79,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,12,
15,15,250000,128,90,Б/у,Бизнес,Алматы,Алматинская область,15,
14,14 pro,450000,128,88,Новый,Частное лицо,Семей,Восточно-Казахстанская область,14,pro
14,14 pro max,350000,256,88,Б/у,Частное лицо,Актау,Мангистауская область,14,pro max
15,15 pro,480000,256,94,Б/у,Бизнес,Алматы,Алматинская область,15,pro
12,12 pro,180000,128,79,Б/у,Частное лицо,Алматы,Алматинская область,12,pro
13,13,210000,128,88,Б/у,Частное лицо,Кайтпас,Туркестанская область,13,
14,14 pro max,345000,128,87,Б/у,Бизнес,Костанай,Костанайская область,14,pro max
12,12 pro,190000,128,84,Б/у,Частное лицо,Алматы,Алматинская область,12,pro
12,12 mini,120000,64,77,Б/у,Частное лицо,Алматы,Алматинская область,12,mini
14,14 pro max,450000,512,88,Б/у,Частное лицо,Шу,Жамбылская область,14,pro max
13,13,165000,128,88,Б/у,Бизнес,Караганда,Карагандинская область,13,
13,13,185000,128,86,Б/у,Бизнес,Костанай,Костанайская область,13,
13,13 pro max,320000,1024,88,Б/у,Частное лицо,Алматы,Алматинская область,13,pro max
14,14 pro max,360000,256,88,Новый,Частное лицо,Аральск,Кызылординская область,14,pro max
14,14 pro max,430000,512,100,Новый,Частное лицо,Астана,Акмолинская область,14,pro max
12,12 pro,150000,128,80,Б/у,Частное лицо,Балыкши,Атырауская область,12,pro
13,13 pro max,280000,128,85,Б/у,Частное лицо,Алматы,Алматинская область,13,pro max
